corpus_name,canonical_author_id,name_script,source,confidence,status
הדס בנימיני,hadas_binyamini,HE,spreadsheet_exact,1.0,accepted
הנרייט שקר,henriette_chacar,HE,spreadsheet_exact,1.0,accepted
חגי אלעד,hagai_el_ad,HE,spreadsheet_exact,1.0,accepted
חגי מטר,haggai_matar,HE,spreadsheet_exact,1.0,accepted
חגית עופרן,hagit_ofran,HE,spreadsheet_exact,1.0,accepted
חגית קיסר,hagit_naali_joseph,HE,spreadsheet_exact,1.0,accepted
חנין זועבי,haneen_zoabi,HE,spreadsheet_exact,1.0,accepted
טארק בקעוני,tareq_baconi,HE,spreadsheet_exact,1.0,accepted
טלאל אל-ג׳עברי,talal_jabari,HE,spreadsheet_exact,1.0,accepted
יאסר אבו ערישה,yaser_abu_areesha,HE,spreadsheet_exact,1.0,accepted
יהונתן קלינגר,atty_jonathan_j_klinger,HE,spreadsheet_exact,1.0,accepted
יהושע (ג'וש) לייפר,joshua_leifer,HE,spreadsheet_exact,1.0,accepted
יואב חיפאווי,yoav_haifawi,HE,spreadsheet_exact,1.0,accepted
יובל אברהם,yuval_abraham,HE,spreadsheet_exact,1.0,accepted
יובל בן-עמי,yuval_ben_ami,HE,spreadsheet_exact,1.0,accepted
יוני מנדל,yoni_mendel,HE,spreadsheet_exact,1.0,accepted
יונתן מזרחי,yonathan_mizrachi,HE,spreadsheet_exact,1.0,accepted
יעל מרום,yael_yali_marom,HE,spreadsheet_exact,1.0,accepted
יפעת סולל,yifat_solel,HE,spreadsheet_exact,1.0,accepted
יריב מוהר,yariv_mohar,HE,spreadsheet_exact,1.0,accepted
ישי מנוחין,dr_ishai_menuchin,HE,spreadsheet_exact,1.0,accepted
לארי דרפנר,larry_derfner,HE,spreadsheet_exact,1.0,accepted
לב גרינברג,lev_grinberg,HE,spreadsheet_exact,1.0,accepted
לבי לנקינסקי,libby_lenkinski,HE,spreadsheet_exact,1.0,accepted
ליהי רוטשילד,leehee_rothschild,HE,spreadsheet_exact,1.0,accepted
לילך בן דוד,lilach_ben_david,HE,spreadsheet_exact,1.0,accepted
ליסה גולדמן,lisa_goldman,HE,spreadsheet_exact,1.0,accepted
מאיה גוארניירי,mya_guarnieri_jaradat,HE,spreadsheet_exact,1.0,accepted
מאיה גוארניירי-ג'ראדאת,mya_guarnieri_jaradat,HE,fuzzy_he,0.778,accepted
מוחמד ברהים,ibrahim_mohammad,HE,fuzzy_he,0.957,accepted
מוחמד זאנון,mohammed_zaanoun,HE,spreadsheet_exact,1.0,accepted
מוחמד שחאדה,muhammad_shehada,HE,spreadsheet_exact,1.0,accepted
מוריאל רוטמן,moriel_rothman_zecher,HE,fuzzy_he,0.857,accepted
מוריאל רוטמן-זכר,moriel_rothman,HE,spreadsheet_exact,1.0,accepted
מחמוד מושתהא,mahmoud_mushtaha,HE,spreadsheet_exact,1.0,accepted
מיכאל סולסברי-כורך,michael_salisbury_corech,HE,spreadsheet_exact,1.0,accepted
מיכאל ספרד,michael_sfard,HE,spreadsheet_exact,1.0,accepted
מיכאל עומר-מן,michael_omer_man,HE,spreadsheet_exact,1.0,accepted
מיכאל שפר עומר-מן,michael_schaeffer_omer_man,HE,spreadsheet_exact,1.0,accepted
מיכל רותם,michal_rotem,HE,spreadsheet_exact,1.0,accepted
מירון רפופורט,meron_rapoport,HE,spreadsheet_exact,1.0,accepted
מנחם קליין,menachem_klein,HE,spreadsheet_exact,1.0,accepted
מקבולה נסאר,makbula_nassar,HE,spreadsheet_exact,1.0,accepted
מרב זונשיין,mairav_zonszein,HE,spreadsheet_exact,1.0,accepted
מרזוק אלחלבי,marzuq_al_halabi,HE,spreadsheet_exact,1.0,accepted
מרים ברגותי,mariam_barghouti,HE,spreadsheet_exact,1.0,accepted
מרים פרח,mariam_farah,HE,spreadsheet_exact,1.0,accepted
מתי שמואלוף,mati_shemoelof,HE,spreadsheet_exact,1.0,accepted
מתן קמינר,matan_kaminer,HE,spreadsheet_exact,1.0,accepted
נועה יחוט,noa_yachot,HE,spreadsheet_exact,1.0,accepted
נועם שיזף,noam_sheizaf,HE,spreadsheet_exact,1.0,accepted
נטשה רוט,natasha_soffer_roth,HE,spreadsheet_exact,1.0,accepted
ניב גורדון,neve_gordon,HE,spreadsheet_exact,1.0,accepted
נמרוד גורן,nimrod_goren,HE,spreadsheet_exact,1.0,accepted
נעה פינטו,noa_pinto,HE,spreadsheet_exact,1.0,accepted
נעם רותם,noam_rotem,HE,spreadsheet_exact,1.0,accepted
נעם שוסטר אליאסי,noam_shuster_eliassi,HE,spreadsheet_exact,1.0,accepted
נעמי נידם,naomi_niddam,HE,spreadsheet_exact,1.0,accepted
סאמר בדאווי,samer_badawi,HE,spreadsheet_exact,1.0,accepted
סבסטיאן בן דניאל (ג'ון בראון),sebastian_ben_daniel_john_brown,HE,spreadsheet_exact,1.0,accepted
סהר ורדי,sahar_vardi,HE,spreadsheet_exact,1.0,accepted
סוהא עראף,suha_arraf,HE,spreadsheet_exact,1.0,accepted
סולימאן מסוואדי,suleiman_maswadeh,HE,spreadsheet_exact,1.0,accepted
סופיה גודפרנד,sophia_goodfriend,HE,spreadsheet_exact,1.0,accepted
סלאח מוחסן,salah_mohsen,HE,spreadsheet_exact,1.0,accepted
סם בחור,sam_bahour,HE,spreadsheet_exact,1.0,accepted
סמאח סלאימה,samah_salaime,HE,spreadsheet_exact,1.0,accepted
סמדר בן-נתן,smadar_ben_natan,HE,spreadsheet_exact,1.0,accepted
סעיד זידאני,said_zeedani,HE,spreadsheet_exact,1.0,accepted
ע. דניאל רוט,a_daniel_roth,HE,spreadsheet_exact,1.0,accepted
עאוני פרחאת,awni_farhat,HE,spreadsheet_exact,1.0,accepted
עבד אבו שחאדה,abed_abou_shhadeh,HE,spreadsheet_exact,1.0,accepted
עבד כנעאנה,abed_kannaneh,HE,spreadsheet_exact,1.0,accepted
עבדאללה מואסווס,abdulla_moaswes,HE,spreadsheet_exact,1.0,accepted
עביר איוב,abeer_ayyoub,HE,spreadsheet_exact,1.0,accepted
עדו קונרד,edo_konrad,HE,spreadsheet_exact,1.0,accepted
עדי גולן בכנפו,adi_golan_bikhnafo,HE,spreadsheet_exact,1.0,accepted
"עו""ד גיל גן-מור",gil_gan_mor,HE,spreadsheet_exact,1.0,accepted
עוואד עבד אלפתאח,awad_abdelfattah,HE,spreadsheet_exact,1.0,accepted
עומאר ה. רחמן,omar_h_rahman,HE,spreadsheet_exact,1.0,accepted
עזיז אבו-שרה,aziz_abu_sarah,HE,spreadsheet_exact,1.0,accepted
עידו אבן-פז,ido_even_paz,HE,spreadsheet_exact,1.0,accepted
עידו ליבן,ido_liven,HE,spreadsheet_exact,1.0,accepted
עידו נייס,iddo_naiss,HE,spreadsheet_exact,1.0,accepted
עידן בריר,idan_barir,HE,spreadsheet_exact,1.0,accepted
עידן יצחקי,idan_itzhaky,HE,spreadsheet_exact,1.0,accepted
עידן רינג,edan_ring,HE,spreadsheet_exact,1.0,accepted
עימאד אבו הוואש,imad_abu_hawash,HE,spreadsheet_exact,1.0,accepted
עלא חליחל,ala_hlehel,HE,spreadsheet_exact,1.0,accepted
עלאא סלאמה,alaa_salama,HE,spreadsheet_exact,1.0,accepted
עמוס בריזון,amos_brison,HE,spreadsheet_exact,1.0,accepted
עמוס גולדברג,amos_goldberg,HE,spreadsheet_exact,1.0,accepted
עמי קאופמן,ami_kaufman,HE,spreadsheet_exact,1.0,accepted
עמיר סגל,amir_segal,HE,spreadsheet_exact,1.0,accepted
עמירם גולדבלום,amiram_goldblum,HE,spreadsheet_exact,1.0,accepted
עמית גילוץ,amit_gilutz,HE,spreadsheet_exact,1.0,accepted
עמרי די-נור,omri_du_nour,HE,spreadsheet_exact,1.0,accepted
ענבל בן יהודה,inbal_ben_yehuda,HE,fuzzy_he,0.923,accepted
ענבל בן-יהודה,inbal_ben_yehuda,HE,spreadsheet_exact,1.0,accepted
ענבר שקד ורדי,inbar_shaked_vardi,HE,spreadsheet_exact,1.0,accepted
ענת יורובסקי,anat_yorovski,HE,spreadsheet_exact,1.0,accepted
ענת מטר,anat_matar,HE,spreadsheet_exact,1.0,accepted
ענת סרגוסטי,anat_saragusti,HE,spreadsheet_exact,1.0,accepted
ערן צדקיהו,eran_tsidkyahu,HE,spreadsheet_exact,1.0,accepted
פאדי אל-נאג'י,fadi_o_al_naji,HE,spreadsheet_exact,1.0,accepted
פאדי ח'ורי,fady_khoury,HE,spreadsheet_exact,1.0,accepted
פאדי שביטה,fadi_shabita,HE,spreadsheet_exact,1.0,accepted
פאולה שמיט*,paula_schmitt,HE,spreadsheet_exact,1.0,accepted
פאטמה עבד אלכרים,fatima_abdulkarim,HE,spreadsheet_exact,1.0,accepted
פאיז אבו חיה,fayez_abu_hayeh,HE,spreadsheet_exact,1.0,accepted
פאיז אבו רמלה,faiz_abu_rmeleh,HE,spreadsheet_exact,1.0,accepted
פאם ביילי,pam_bailey,HE,spreadsheet_exact,1.0,accepted
פרימה (מרפי) בוביס,frima_merphie_bubis,HE,spreadsheet_exact,1.0,accepted
פרימה בוביס,frima_merphie_bubis,HE,fuzzy_he,0.759,accepted
קורי שרמן,corey_sherman,HE,spreadsheet_exact,1.0,accepted
קמר טאהא,qamar_taha,HE,spreadsheet_exact,1.0,accepted
קרן מנור,keren_manor,HE,spreadsheet_exact,1.0,accepted
רגד ג'ראיסי,raghad_jaraisy,HE,spreadsheet_exact,1.0,accepted
רוברט סוויפט,robert_swift,HE,spreadsheet_exact,1.0,accepted
רווידה עאמר,ruwaida_amer,HE,spreadsheet_exact,1.0,accepted
רון גרליץ,ron_gerlitz,HE,spreadsheet_exact,1.0,accepted
רון דודאי,ron_dudai,HE,spreadsheet_exact,1.0,accepted
רוסון בשאראת,ghousoon_bisharat,HE,spreadsheet_exact,1.0,accepted
רועי וגנר,roy_wagner,HE,spreadsheet_exact,1.0,accepted
רועי כהן,roy_cohen,HE,spreadsheet_exact,1.0,accepted
רועי מאור,roi_maor,HE,spreadsheet_exact,1.0,accepted
ריאן רודריק ביילר,ryan_rodrick_beiler,HE,spreadsheet_exact,1.0,accepted
רים עאמר,reem_amer,HE,spreadsheet_exact,1.0,accepted
רים עמאר,reem_amer,HE,fuzzy_he,0.875,accepted
רמי יונס,rami_younis,HE,spreadsheet_exact,1.0,accepted
רן גולדשטיין,ran_goldstein,HE,spreadsheet_exact,1.0,accepted
רן גרינשטיין,ran_greenstein,HE,spreadsheet_exact,1.0,accepted
רענן שמש-פורשנר,raanan_shemesh_forshner,HE,spreadsheet_exact,1.0,accepted
שדה יעיש,shatha_yaish,HE,spreadsheet_exact,1.0,accepted
שירז גרינבאום,shiraz_grinbaum,HE,spreadsheet_exact,1.0,accepted
שלמה סבירסקי,dr_shlomo_swirski,HE,spreadsheet_exact,1.0,accepted
תום פסח,tom_pessah,HE,spreadsheet_exact,1.0,accepted
תומר פרסיקו,tomer_persico,HE,spreadsheet_exact,1.0,accepted
תניה הרי,tania_hary,HE,spreadsheet_exact,1.0,accepted
​Imad Abu Hawash,imad_abu_hawash,EN,spreadsheet_exact,1.0,accepted
